"2016-06-01 at 11:40"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
11:40:39 -4.92 50.47 99.23
11:40:40 -4.90 50.47 99.23
11:40:41 -4.80 50.47 99.23
11:40:42 -4.78 50.47 99.23
11:40:43 -4.78 50.47 99.23
11:40:44 -4.99 50.47 99.23
11:40:45 -5.01 50.47 99.23
11:40:46 -5.02 50.47 99.23
11:40:47 -4.78 50.47 99.23
11:40:48 -4.70 50.47 99.23
11:40:49 -4.70 50.47 99.23
11:40:50 -4.63 50.47 99.23
11:40:51 -5.24 50.47 99.23
11:40:52 -5.04 50.47 99.23
11:40:53 -5.03 50.47 99.23
11:40:54 -4.88 50.47 99.26
11:40:55 -5.02 50.47 99.23
11:40:56 -4.52 50.47 99.23
11:40:57 -4.65 50.47 99.23
11:40:58 -5.03 50.47 99.23
11:40:59 -4.84 50.47 99.23
11:41:00 -4.78 50.47 99.22
11:41:01 -3.99 50.47 99.22
11:41:02 5.88 50.47 99.23
11:41:03 37.37 50.47 99.23
11:41:04 106.52 50.47 99.22
11:41:05 212.34 50.47 99.22
11:41:06 324.24 50.47 99.23
11:41:07 400.09 50.47 99.23
11:41:08 414.92 50.47 99.23
11:41:09 376.96 50.47 99.23
11:41:10 345.09 50.47 99.23
11:41:11 270.08 50.47 99.23
11:41:12 199.67 50.47 99.22
11:41:13 140.27 50.47 99.22
11:41:14 90.63 50.47 99.22
11:41:15 58.38 50.47 99.22
11:41:16 38.28 50.47 99.22
11:41:17 26.04 50.47 99.23
11:41:18 17.86 50.47 99.23
11:41:19 12.72 50.47 99.23
11:41:20 8.85 50.47 99.23
11:41:21 6.26 50.47 99.23
11:41:22 4.33 50.47 99.23
11:41:23 2.57 50.47 99.23
11:41:24 2.05 50.47 99.23
11:41:25 0.72 50.47 99.23
11:41:26 -0.35 50.47 99.23
11:41:27 -0.74 50.47 99.23
11:41:28 -1.26 50.47 99.23
11:41:29 -2.21 50.47 99.23
11:41:30 -2.56 50.47 99.23
11:41:31 -2.61 50.47 99.23
11:41:32 -2.60 50.47 99.23
11:41:33 -3.16 50.47 99.23
11:41:34 -3.44 50.47 99.23
11:41:35 -3.47 50.47 99.23
11:41:36 -3.52 50.47 99.23
11:41:37 -3.83 50.47 99.26
