"2016-05-23 at 12:16"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
12:16:31 -4.23 50.47 98.62
12:16:32 -4.03 50.47 98.62
12:16:33 -4.05 50.47 98.62
12:16:34 -4.07 50.47 98.62
12:16:35 -4.15 50.47 98.62
12:16:36 -4.32 50.47 98.62
12:16:37 -4.09 50.47 98.62
12:16:38 -4.35 50.47 98.62
12:16:39 -4.01 50.47 98.62
12:16:40 -3.84 50.47 98.62
12:16:41 -3.87 50.47 98.62
12:16:42 -4.61 50.47 98.62
12:16:43 -3.97 50.47 98.62
12:16:44 -3.89 50.47 98.62
12:16:45 -4.19 50.47 98.62
12:16:46 -4.03 50.47 98.62
12:16:47 -3.80 50.47 98.62
12:16:48 -4.29 50.47 98.62
12:16:49 -4.23 50.47 98.62
12:16:50 -4.35 50.47 98.62
12:16:51 -4.40 50.47 98.62
12:16:52 -3.99 50.47 98.62
12:16:53 -4.47 50.47 98.62
12:16:54 -4.18 50.47 98.62
12:16:55 -4.24 50.47 98.62
12:16:56 -4.04 50.47 98.62
12:16:57 -2.65 50.47 98.62
12:16:58 3.90 50.47 98.62
12:16:59 20.26 50.47 98.62
12:17:00 51.39 50.47 98.62
12:17:01 92.52 50.47 98.62
12:17:02 128.87 50.47 98.62
12:17:03 147.95 50.47 98.62
12:17:04 146.03 50.47 98.62
12:17:05 127.02 50.47 98.62
12:17:06 101.32 50.47 98.62
12:17:07 74.01 50.47 98.62
12:17:08 52.21 50.47 98.62
12:17:09 35.06 50.47 98.62
12:17:10 23.37 50.47 98.62
12:17:11 14.97 50.47 98.62
12:17:12 8.66 50.47 98.62
12:17:13 4.53 50.47 98.62
12:17:14 2.16 50.47 98.62
12:17:15 0.63 50.47 98.62
12:17:16 -0.48 50.47 98.62
12:17:17 -0.59 50.47 98.62
12:17:18 -2.13 50.47 98.62
12:17:19 -2.02 50.47 98.62
12:17:20 -2.61 50.47 98.62
12:17:21 -2.50 50.47 98.62
12:17:22 -3.19 50.47 98.62
12:17:23 -3.18 50.47 98.62
12:17:24 -3.75 50.47 98.62
12:17:25 -3.69 50.47 98.62
12:17:26 -3.47 50.47 98.62
12:17:27 -3.38 50.47 98.62
12:17:28 -3.68 50.47 98.62
12:17:29 -3.63 50.47 98.62
12:17:30 -4.38 50.47 98.62
12:17:31 -3.87 50.47 98.62
12:17:32 -4.18 50.47 98.62
12:17:33 -3.84 50.47 98.62
12:17:34 -3.56 50.47 98.62
12:17:35 0.41 50.47 98.62
12:17:36 10.34 50.47 98.62
12:17:37 29.24 50.47 98.62
12:17:38 54.96 50.47 98.62
12:17:39 67.65 50.47 98.62
12:17:40 88.10 50.47 98.62
12:17:41 95.54 50.47 98.62
12:17:42 89.63 50.47 98.62
12:17:43 75.57 50.47 98.62
12:17:44 57.70 50.47 98.62
12:17:45 41.40 50.47 98.62
12:17:46 27.63 50.47 98.62
12:17:47 18.21 50.47 98.62
12:17:48 11.75 50.47 98.62
