"2016-05-02 at 11:43"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
11:43:09 -2.77 50.47 98.85
11:43:10 -2.63 50.47 98.85
11:43:11 -3.18 50.47 98.85
11:43:12 -3.01 50.47 98.85
11:43:13 -3.43 50.47 98.85
11:43:14 -3.04 50.47 98.85
11:43:15 -3.77 50.47 98.85
11:43:16 -4.03 50.47 98.85
11:43:17 -3.82 50.47 98.85
11:43:18 -4.23 50.47 98.85
11:43:19 -3.87 50.47 98.85
11:43:20 -4.12 50.47 98.85
11:43:21 -4.32 50.47 98.85
11:43:22 -4.15 50.47 98.85
11:43:23 -4.58 50.47 98.85
11:43:24 -4.57 50.47 98.85
11:43:25 -4.80 50.47 98.85
11:43:26 -4.74 50.47 98.85
11:43:27 -4.80 50.45 98.85
11:43:28 -4.73 50.45 98.85
11:43:29 -4.81 50.45 98.85
11:43:30 -4.77 50.47 98.85
11:43:31 -5.27 50.47 98.85
11:43:32 -5.72 50.47 98.85
11:43:33 -5.07 50.47 98.85
11:43:34 -5.11 50.47 98.85
11:43:35 -5.33 50.45 98.85
11:43:36 -5.09 50.45 98.85
11:43:37 -4.93 50.47 98.85
11:43:38 -5.63 50.47 98.85
11:43:39 -5.81 50.45 98.85
11:43:40 -5.23 50.45 98.85
11:43:41 -5.60 50.45 98.85
11:43:42 -4.71 50.45 98.84
11:43:43 -5.44 50.45 98.84
11:43:44 -5.24 50.47 98.84
11:43:45 -5.27 50.47 98.84
11:43:46 -5.40 50.47 98.84
11:43:47 -5.01 50.47 98.85
11:43:48 -4.39 50.47 98.85
11:43:49 0.02 50.47 98.84
11:43:50 13.75 50.47 98.84
11:43:51 43.38 50.47 98.84
11:43:52 87.68 50.47 98.84
11:43:53 133.83 50.47 98.84
11:43:54 164.58 50.47 98.84
11:43:55 171.68 50.47 98.85
11:43:56 155.84 50.47 98.85
11:43:57 128.65 50.47 98.85
11:43:58 97.27 50.47 98.85
11:43:59 70.47 50.47 98.85
11:44:00 48.48 50.47 98.85
11:44:01 40.12 50.47 98.85
11:44:02 26.94 50.47 98.85
11:44:03 18.12 50.47 98.85
11:44:04 11.61 50.47 98.85
11:44:05 7.86 50.47 98.85
11:44:06 4.98 50.47 98.85
11:44:07 3.00 50.47 98.85
11:44:08 1.41 50.47 98.85
11:44:09 0.35 50.47 98.85
11:44:10 -0.30 50.47 98.85
11:44:11 -1.23 50.47 98.85
11:44:12 -1.79 50.47 98.85
11:44:13 -2.11 50.47 98.85
11:44:14 -2.58 50.47 98.85
11:44:15 -2.25 50.47 98.85
11:44:16 -3.12 50.47 98.85
11:44:17 -2.99 50.47 98.85
11:44:18 -3.25 50.47 98.85
11:44:19 -3.40 50.47 98.85
11:44:20 -3.46 50.47 98.85
11:44:21 -3.40 50.47 98.85
11:44:22 -4.04 50.47 98.85
11:44:23 -3.89 50.47 98.85
11:44:24 -3.95 50.47 98.86
11:44:25 -3.80 50.47 98.85
11:44:26 -3.97 50.47 98.85
11:44:27 -4.21 50.47 98.86
11:44:28 -3.97 50.47 98.85
11:44:29 -4.23 50.47 98.85
11:44:30 -4.06 50.47 98.85
11:44:31 -3.83 50.47 98.85
11:44:32 -4.23 50.47 98.85
11:44:33 -4.00 50.47 98.85
11:44:34 -4.25 50.47 98.85
11:44:35 -4.10 50.47 98.85
11:44:36 -4.20 50.47 98.85
11:44:37 -3.22 50.47 98.85
11:44:38 0.14 50.47 98.85
11:44:39 10.95 50.47 98.85
11:44:40 31.40 50.47 98.85
11:44:41 57.71 50.47 98.85
11:44:42 82.47 50.47 98.85
11:44:43 96.23 50.47 98.85
11:44:44 97.94 50.47 98.85
11:44:45 90.62 50.47 98.85
11:44:46 72.49 50.47 98.85
11:44:47 52.58 50.47 98.85
11:44:48 35.12 50.47 98.85
11:44:49 22.43 50.47 98.85
11:44:50 14.21 50.47 98.85
11:44:51 8.49 50.47 98.85
11:44:52 5.29 50.47 98.85
11:44:53 2.57 50.47 98.85
11:44:54 1.34 50.47 98.85
11:44:55 -0.20 50.47 98.85
11:44:56 -0.74 50.47 98.85
11:44:57 -1.32 50.47 98.85
11:44:58 -1.89 50.47 98.85
11:44:59 -1.99 50.47 98.85
11:45:00 -2.67 50.47 98.85
11:45:01 -2.84 50.47 98.85
11:45:02 -3.13 50.47 98.85
11:45:03 -3.53 50.47 98.85
11:45:04 -3.71 50.47 98.85
11:45:05 -3.71 50.47 98.85
11:45:06 -3.62 50.47 98.85
11:45:07 -3.50 50.47 98.85
11:45:08 -3.69 50.47 98.85
11:45:09 -3.64 50.47 98.85
11:45:10 -4.05 50.47 98.85
11:45:11 -4.21 50.47 98.85
11:45:12 -3.62 50.47 98.85
11:45:13 -3.93 50.47 98.85
11:45:14 -1.95 50.47 98.85
11:45:15 3.23 50.47 98.85
11:45:16 13.35 50.47 98.85
11:45:17 27.52 50.47 98.85
11:45:18 41.70 50.47 98.85
11:45:19 50.43 50.47 98.85
11:45:20 50.60 50.47 98.85
11:45:21 44.81 50.47 98.85
11:45:22 33.63 50.47 98.85
11:45:23 22.91 50.47 98.85
11:45:24 14.31 50.47 98.85
11:45:25 8.29 50.47 98.85
11:45:26 4.48 50.47 98.85
11:45:27 2.06 50.47 98.85
11:45:28 1.12 50.47 98.85
11:45:29 -0.48 50.47 98.85
11:45:30 -1.25 50.47 98.85
11:45:31 -1.68 50.47 98.85
11:45:32 -2.46 50.47 98.85
11:45:33 -2.41 50.47 98.85
11:45:34 -3.12 50.47 98.85
11:45:35 -2.86 50.47 98.85
11:45:36 -3.58 50.47 98.85
11:45:37 -3.82 50.47 98.85
11:45:38 -4.01 50.47 98.85
11:45:39 -3.79 50.47 98.85
11:45:40 -3.58 50.47 98.85
11:45:41 -3.79 50.47 98.85
11:45:42 -3.89 50.47 98.85
11:45:43 -4.16 50.47 98.85
11:45:44 -3.84 50.47 98.85
11:45:45 -4.50 50.47 98.85
11:45:46 -3.31 50.47 98.85
11:45:47 -1.31 50.47 98.85
11:45:48 3.21 50.47 98.85
11:45:49 6.43 50.47 98.85
11:45:50 15.10 50.47 98.85
11:45:51 22.40 50.47 98.85
11:45:52 27.14 50.47 98.85
11:45:53 26.59 50.47 98.85
11:45:54 22.24 50.47 98.85
11:45:55 15.77 50.47 98.85
11:45:56 9.76 50.47 98.85
11:45:57 4.77 50.47 98.85
11:45:58 1.94 50.47 98.85
11:45:59 0.12 50.47 98.85
11:46:00 -2.01 50.47 98.85
11:46:01 -2.31 50.47 98.85
