"2016-04-26 at 16:10"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
16:10:23 -5.08 50.47 98.13
16:10:24 -4.97 50.47 98.11
16:10:25 -4.94 50.47 98.13
16:10:26 -5.30 50.47 98.13
16:10:27 -5.25 50.47 98.11
16:10:28 -4.70 50.47 98.11
16:10:29 -5.39 50.47 98.13
16:10:30 -4.70 50.47 98.11
16:10:31 -4.86 50.47 98.11
16:10:32 -4.85 50.47 98.11
16:10:33 -5.16 50.47 98.11
16:10:34 -5.08 50.47 98.13
16:10:35 -4.87 50.47 98.13
16:10:36 -4.75 50.47 98.11
16:10:37 -5.19 50.47 98.11
16:10:38 -4.74 50.47 98.13
16:10:39 -4.86 50.47 98.13
16:10:40 -4.94 50.47 98.13
16:10:41 -4.93 50.47 98.11
16:10:42 -5.12 50.47 98.13
16:10:43 -5.07 50.47 98.13
16:10:44 -5.02 50.47 98.13
16:10:45 -5.26 50.47 98.13
16:10:46 -4.72 50.47 98.13
16:10:47 -4.73 50.47 98.13
16:10:48 -4.94 50.47 98.13
16:10:49 -4.66 50.47 98.13
16:10:50 -4.58 50.47 98.13
16:10:51 -5.15 50.47 98.13
16:10:52 -5.15 50.47 98.13
16:10:53 -4.95 50.47 98.14
16:10:54 -4.76 50.47 98.14
16:10:55 -4.86 50.47 98.11
16:10:56 -5.01 50.47 98.13
16:10:57 -4.94 50.47 98.11
16:10:58 -4.78 50.47 98.13
16:10:59 -4.58 50.47 98.13
16:11:00 -3.43 50.47 98.13
16:11:01 3.44 50.47 98.13
16:11:02 24.74 50.47 98.13
16:11:03 68.28 50.47 98.13
16:11:04 99.07 50.47 98.13
16:11:05 165.22 50.47 98.11
16:11:06 217.79 50.47 98.13
16:11:07 239.45 50.47 98.13
16:11:08 226.15 50.47 98.13
16:11:09 191.80 50.47 98.11
16:11:10 147.28 50.47 98.11
16:11:11 100.94 50.47 98.13
16:11:12 65.26 50.47 98.13
16:11:13 41.80 50.47 98.13
16:11:14 26.80 50.47 98.11
16:11:15 17.05 50.47 98.13
16:11:16 11.28 50.47 98.11
16:11:17 7.25 50.47 98.13
16:11:18 4.37 50.47 98.13
16:11:19 2.69 50.47 98.13
16:11:20 1.30 50.47 98.13
16:11:21 0.19 50.47 98.13
16:11:22 -0.79 50.47 98.13
16:11:23 -1.62 50.47 98.13
16:11:24 -2.03 50.47 98.11
16:11:25 -2.57 50.47 98.13
16:11:26 -2.93 50.47 98.13
16:11:27 -3.01 50.47 98.11
16:11:28 -3.29 50.47 98.11
16:11:29 -3.49 50.47 98.11
16:11:30 -3.81 50.47 98.11
16:11:31 -3.80 50.47 98.13
16:11:32 -4.22 50.47 98.13
16:11:33 -4.22 50.47 98.13
16:11:34 -4.22 50.47 98.13
16:11:35 -4.08 50.47 98.12
16:11:36 -4.42 50.47 98.12
16:11:37 -4.24 50.47 98.13
16:11:38 -3.63 50.47 98.11
16:11:39 0.49 50.47 98.13
16:11:40 13.15 50.47 98.13
16:11:41 38.90 50.47 98.13
16:11:42 78.55 50.47 98.13
16:11:43 119.73 50.47 98.13
16:11:44 140.72 50.47 98.11
16:11:45 135.76 50.47 98.13
16:11:46 113.07 50.47 98.13
16:11:47 84.09 50.47 98.13
16:11:48 70.19 50.47 98.13
16:11:49 47.19 50.47 98.11
16:11:50 31.50 50.47 98.13
16:11:51 20.13 50.47 98.13
16:11:52 13.25 50.47 98.13
16:11:53 8.68 50.47 98.13
16:11:54 5.53 50.47 98.11
16:11:55 3.33 50.47 98.13
16:11:56 1.97 50.47 98.11
16:11:57 0.53 50.47 98.13
16:11:58 -0.26 50.47 98.13
16:11:59 -1.13 50.47 98.13
16:12:00 -1.91 50.47 98.13
16:12:01 -2.02 50.47 98.13
16:12:02 -2.27 50.47 98.13
16:12:03 -2.99 50.47 98.11
16:12:04 -3.34 50.47 98.13
16:12:05 -3.67 50.47 98.13
16:12:06 -3.62 50.47 98.13
16:12:07 -3.28 50.47 98.13
16:12:08 -4.18 50.47 98.11
16:12:09 -3.89 50.47 98.13
16:12:10 -3.94 50.47 98.11
16:12:11 -3.98 50.47 98.13
16:12:12 -4.42 50.47 98.13
16:12:13 -3.83 50.47 98.11
16:12:14 -2.20 50.47 98.13
16:12:15 3.79 50.47 98.13
16:12:16 17.05 50.47 98.13
16:12:17 36.51 50.47 98.13
16:12:18 58.11 50.47 98.11
16:12:19 72.06 50.47 98.12
16:12:20 75.89 50.47 98.12
