"2016-04-25 at 16:25"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
16:25:55 -4.99 50.47 98.51
16:25:56 -5.38 50.47 98.49
16:25:57 -5.35 50.47 98.51
16:25:58 -5.03 50.47 98.51
16:25:59 -4.94 50.47 98.51
16:26:00 -4.82 50.47 98.51
16:26:01 -4.73 50.47 98.51
16:26:02 -4.93 50.47 98.51
16:26:03 -4.94 50.47 98.49
16:26:04 -5.00 50.47 98.51
16:26:05 -5.13 50.47 98.51
16:26:06 -4.84 50.47 98.51
16:26:07 -4.74 50.47 98.51
16:26:08 -5.09 50.47 98.51
16:26:09 -4.56 50.47 98.51
16:26:10 -5.23 50.47 98.51
16:26:11 -4.99 50.47 98.51
16:26:12 -4.79 50.47 98.51
16:26:13 -4.90 50.47 98.51
16:26:14 -4.86 50.47 98.51
16:26:15 -4.72 50.47 98.49
16:26:16 -4.97 50.47 98.49
16:26:17 -4.85 50.47 98.51
16:26:18 -4.88 50.47 98.51
16:26:19 -4.66 50.47 98.51
16:26:20 -1.42 50.47 98.51
16:26:21 14.33 50.47 98.51
16:26:22 57.08 50.47 98.51
16:26:23 139.52 50.47 98.51
16:26:24 246.18 50.47 98.51
16:26:25 298.94 50.47 98.51
16:26:26 377.73 50.47 98.51
16:26:27 401.05 50.47 98.51
16:26:28 373.28 50.47 98.51
16:26:29 313.23 50.47 98.51
16:26:30 235.21 50.47 98.51
16:26:31 162.96 50.47 98.51
16:26:32 109.05 50.47 98.51
16:26:33 71.40 50.47 98.51
16:26:34 46.96 50.47 98.51
16:26:35 31.26 50.47 98.51
16:26:36 21.35 50.47 98.51
16:26:37 14.81 50.47 98.51
16:26:38 10.20 50.47 98.51
16:26:39 7.22 50.47 98.51
16:26:40 4.82 50.47 98.51
16:26:41 3.20 50.47 98.51
16:26:42 1.38 50.47 98.51
16:26:43 0.38 50.47 98.51
16:26:44 -0.58 50.47 98.51
16:26:45 -0.96 50.47 98.51
16:26:46 -1.46 50.47 98.51
16:26:47 -2.00 50.47 98.51
16:26:48 -2.32 50.47 98.51
16:26:49 -2.84 50.47 98.51
16:26:50 -3.15 50.47 98.51
16:26:51 -3.50 50.47 98.51
16:26:52 -3.15 50.47 98.49
16:26:53 -4.00 50.47 98.51
16:26:54 -4.18 50.47 98.51
16:26:55 -3.93 50.47 98.51
16:26:56 -3.84 50.47 98.51
16:26:57 -4.41 50.47 98.51
16:26:58 -4.50 50.47 98.51
16:26:59 -4.22 50.47 98.51
16:27:00 -3.84 50.47 98.51
16:27:01 -4.48 50.47 98.51
16:27:02 -3.79 50.47 98.51
16:27:03 -1.75 50.47 98.51
16:27:04 8.52 50.47 98.49
16:27:05 34.89 50.47 98.51
16:27:06 81.91 50.47 98.51
16:27:07 138.59 50.47 98.51
16:27:08 187.30 50.47 98.51
16:27:09 202.29 50.47 98.51
16:27:10 210.80 50.47 98.51
16:27:11 193.13 50.47 98.51
16:27:12 159.96 50.47 98.51
16:27:13 123.86 50.47 98.51
16:27:14 88.63 50.47 98.51
16:27:15 58.60 50.47 98.51
16:27:16 38.71 50.47 98.51
16:27:17 25.91 50.47 98.51
16:27:18 17.27 50.47 98.51
16:27:19 11.75 50.47 98.51
16:27:20 7.60 50.47 98.51
16:27:21 5.57 50.47 98.51
16:27:22 3.47 50.47 98.51
16:27:23 1.52 50.47 98.51
16:27:24 0.69 50.47 98.51
16:27:25 0.04 50.47 98.51
16:27:26 -1.13 50.47 98.51
16:27:27 -1.36 50.47 98.51
16:27:28 -2.17 50.47 98.51
16:27:29 -2.62 50.47 98.51
